image_link,name,price,product_link
https://i.ebayimg.com/thumbs/images/g/0IAAAOSwA~5cbrwW/s-l225.jpg,"Apple MacBook Pro 15"" i7 Quad 2.2-3.3GHz 16GB 1TB SSD GDDR5 ~100 cycle Great","IDR13,283,432.84",https://www.ebay.com/itm/Apple-MacBook-Pro-15-i7-Quad-2-2-3-3GHz-16GB-1TB-SSD-GDDR5-100-cycle-Great/252487400793?hash=item3ac96bfd59:g:0IAAAOSwA~5cbrwW
https://i.ebayimg.com/thumbs/images/g/bbkAAOSw30JeVCri/s-l225.jpg,Apple MacBook Pro Retina 2013 15” Laptop 8GB RAM 2GHz QuadCore i7 256GB SSD Good,"IDR9,537,313.43",https://www.ebay.com/itm/Apple-MacBook-Pro-Retina-2013-15-Laptop-8GB-RAM-2GHz-QuadCore-i7-256GB-SSD-Good/114128942943?epid=174541573&hash=item1a929d775f:g:bbkAAOSw30JeVCri
https://i.ebayimg.com/thumbs/images/g/pIoAAOSwVBVdvcQB/s-l225.jpg,"Beautiful Retina Apple MacBook Pro 15"", 2015, 16GB, 1TB SSD, Quad Core i7","IDR17,089,552.24",https://www.ebay.com/itm/Beautiful-Retina-Apple-MacBook-Pro-15-2015-16GB-1TB-SSD-Quad-Core-i7/303357542204?hash=item46a184bf3c:g:pIoAAOSwVBVdvcQB
https://i.ebayimg.com/thumbs/images/g/tl4AAOSwuG9cXJoO/s-l225.jpg,"Apple MacBook Pro13""New 256GB SSD.Intel i5 / 16GB RAM Mac OS High Sierra 2017?","IDR8,955,074.63",https://www.ebay.com/itm/Apple-MacBook-Pro13-New-256GB-SSD-Intel-i5-16GB-RAM-Mac-OS-High-Sierra-2017/264702059634?hash=item3da178e472:g:tl4AAOSwuG9cXJoO
https://i.ebayimg.com/thumbs/images/g/5O8AAOSw6dtdyN0z/s-l225.jpg,"Apple MacBook Pro 15.4"" Quad Core i7 - 2.3 Ghz / 8GB / 250GB SSD (Mid 2012)","IDR8,343,283.58",https://www.ebay.com/itm/Apple-MacBook-Pro-15-4-Quad-Core-i7-2-3-Ghz-8GB-250GB-SSD-Mid-2012/114141489809?epid=115231153&hash=item1a935cea91:g:5O8AAOSw6dtdyN0z
https://i.ebayimg.com/thumbs/images/g/6W0AAOSwy45b6vSu/s-l225.jpg,"Apple MacBook Pro 15"" 2015 RETINA i7 4980HQ Turbo 4.0GHz 16GB 512GB <300 cycle","IDR16,417,313.43",https://www.ebay.com/itm/Apple-MacBook-Pro-15-2015-RETINA-i7-4980HQ-Turbo-4-0GHz-16GB-512GB-300-cycle/262570740826?hash=item3d226f8c5a:g:6W0AAOSwy45b6vSu
https://i.ebayimg.com/thumbs/images/g/CQkAAOSwmy9cMUu5/s-l225.jpg,Apple Macbook Pro Retina 15 inch i7 Up to 3.5 GHz 16GB Ram 256 GB SSD 2GB Video,"IDR10,432,835.82",https://www.ebay.com/itm/Apple-Macbook-Pro-Retina-15-inch-i7-Up-to-3-5-GHz-16GB-Ram-256-GB-SSD-2GB-Video/283631184658?hash=item4209bc6b12:g:CQkAAOSwmy9cMUu5
https://i.ebayimg.com/thumbs/images/g/ODcAAOSwXXxZPQ5W/s-l225.jpg,"New Listing Brand New Apple MacBook Pro Laptop - 13"" - 256GB - MPXT2LL/A - (June, 2017)","IDR17,170,895.52",https://www.ebay.com/itm/Brand-New-Apple-MacBook-Pro-Laptop-13-256GB-MPXT2LL-A-June-2017/383535347165?epid=238296338&hash=item594c7cf5dd:g:ODcAAOSwXXxZPQ5W
https://i.ebayimg.com/thumbs/images/g/SzYAAOSw1phdHVQq/s-l225.jpg,MacBook Pro 15-inch Retina 2015 2.2GHz i7 16GB RAM 256GB SSD New Apple Battery,"IDR14,925,373.13",https://www.ebay.com/itm/MacBook-Pro-15-inch-Retina-2015-2-2GHz-i7-16GB-RAM-256GB-SSD-New-Apple-Battery/114169313065?hash=item1a95057729:g:SzYAAOSw1phdHVQq
https://i.ebayimg.com/thumbs/images/g/7q4AAOSwISddkV7I/s-l225.jpg,"Apple 2016 MacBook Pro Retina Touch Bar 13"" 2.9GHz I5 256GB SSD 8GB MLVP2LL/A","IDR14,910,447.76",https://www.ebay.com/itm/Apple-2016-MacBook-Pro-Retina-Touch-Bar-13-2-9GHz-I5-256GB-SSD-8GB-MLVP2LL-A/113284967577?epid=231184610&hash=item1a604f6c99:g:7q4AAOSwISddkV7I
https://i.ebayimg.com/thumbs/images/g/nwMAAOSwSA9duwkO/s-l225.jpg,MacBook Pro 15 Retina 2015-2016 / 2.8GHz Core i7 / 1TB SSD / 16GB / 3 Yr Wrnty,"IDR24,679,104.48",https://www.ebay.com/itm/MacBook-Pro-15-Retina-2015-2016-2-8GHz-Core-i7-1TB-SSD-16GB-3-Yr-Wrnty/362571288781?hash=item546aeed0cd:g:nwMAAOSwSA9duwkO
https://i.ebayimg.com/thumbs/images/g/NDIAAOSwUPFesb-E/s-l225.jpg,"Apple MacBook Pro Touch Bar/ID Core i7 2.6GHz 16GB 512GB 16"" MVVJ2LL/A Sp Gray","IDR29,552,089.55",https://www.ebay.com/itm/Apple-MacBook-Pro-Touch-Bar-ID-Core-i7-2-6GHz-16GB-512GB-16-MVVJ2LL-A-Sp-Gray/274357082294?hash=item3fe0f4d8b6:g:NDIAAOSwUPFesb-E
https://i.ebayimg.com/thumbs/images/g/pzsAAOSwyyleq0Jm/s-l225.jpg,"Apple MacBook Pro 13"" Space Gray, 8GB/128GB - MPXR2LL/A - (June 2017) EXCELLENT","IDR12,686,417.91",https://www.ebay.com/itm/Apple-MacBook-Pro-13-Space-Gray-8GB-128GB-MPXR2LL-A-June-2017-EXCELLENT/202979490632?epid=238211809&hash=item2f42853b48:g:pzsAAOSwyyleq0Jm
https://i.ebayimg.com/thumbs/images/g/edoAAOSwwWNcx5Ab/s-l225.jpg,"Apple MacBook Pro 17"" i7 2.6GHz-3.3GHz 8GB 2TB New SSD MAX NVIDIA Graphics","IDR17,909,701.49",https://www.ebay.com/itm/Apple-MacBook-Pro-17-i7-2-6GHz-3-3GHz-8GB-2TB-New-SSD-MAX-NVIDIA-Graphics/254088032243?hash=item3b28d3aff3:g:edoAAOSwwWNcx5Ab
https://i.ebayimg.com/thumbs/images/g/4w8AAOSwCr9esC5p/s-l225.jpg,"Apple MacBook Pro 13"" Laptop (Mid 2012) - 16GB RAM, 256GB SSD, New Battery","IDR8,208,955.22",https://www.ebay.com/itm/Apple-MacBook-Pro-13-Laptop-Mid-2012-16GB-RAM-256GB-SSD-New-Battery/202982401014?epid=115139414&hash=item2f42b1a3f6:g:4w8AAOSwCr9esC5p
https://i.ebayimg.com/thumbs/images/g/AHIAAOSw0i9eo154/s-l225.jpg,"GRADE B+ CTO APPLE MACBOOK PRO 15"" RETINA I7 2.7GHZ 16GB 512GB DUAL GRAPHICS ","IDR10,820,895.52",https://www.ebay.com/itm/GRADE-B-CTO-APPLE-MACBOOK-PRO-15-RETINA-I7-2-7GHZ-16GB-512GB-DUAL-GRAPHICS/233569668376?hash=item3661d64d18:g:AHIAAOSw0i9eo154
https://i.ebayimg.com/thumbs/images/g/cn4AAOSwdGFY3pMb/s-l225.jpg,"Powerful Apple MacBook Pro13"" New 1TB SSD/ i5 /New 16GB RAM. OS High Sierra 2017","IDR10,447,462.69",https://www.ebay.com/itm/Powerful-Apple-MacBook-Pro13-New-1TB-SSD-i5-New-16GB-RAM-OS-High-Sierra-2017/264158895817?hash=item3d8118dec9:g:cn4AAOSwdGFY3pMb
https://i.ebayimg.com/thumbs/images/g/MoMAAOSwGfVee1vO/s-l225.jpg,❆ Apple MacBook Pro 13 / 2.4GHz INTEL / 8GB RAM / 1TB / 3 YR WARRANTY OS-2016,"IDR10,578,358.21",https://www.ebay.com/itm/Apple-MacBook-Pro-13-2-4GHz-INTEL-8GB-RAM-1TB-3-YR-WARRANTY-OS-2016/202945990712?_trkparms=ispr%3D1&hash=item2f40861038:g:MoMAAOSwGfVee1vO&enc=AQAEAAACcIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXKxIntehGqQQl8nLx%2FEZs3RvvUMA%2Bpwl8aShu3X5vbzgEUYxu%2BSYk3dUqJ6ac0tLBc%2FDZo2e3LqBOlzVPSd%2BIGhizSPHVeaNacbSFhgnFsV9JMvLfFFQjw5XX9MxNGzcsZiWZwCL3DXQCFdpdSX2vcDcVMZP5PWDgeIUrsywkF0C6tdXklItAocxXBiTVY0Ki1T484EYbwmAaexm%2BFponKWtIJZF3eohj8ZjKNG5PZoVRtr4XeyRG8%2BZcBsBk%2BLL9%2FfKmzdEwOfjpo7xBjndTSrJ6s9e2gsFMA1oc8o9xB5Df9KsRc353S8zCyXAWmwxB0JLme%2BkqpTEluYUaq8zmyt2iRpsUh73Nivs8y9ncNqkr6S%2BUpuHVFaJ1CvxHW1H8w90o20ra%2F%2FjyYyCyd0X4IE7lQeSLuCuBZZaN%2Fbs8X1OD3qPOQeRP0RnCwcYwBw5FxacinwxcClbGtvoZgyhV33i9Laaqs0nx03Ce8RQB5D0CMO2J4UTNaPujMF5RELffQpABet9isgy2ByhNaeNmrVwMB14GtYNOXb1M%2FHhNh2Wyxxe17sZGtd2z2VNV%2F86tJacxY0wSY89s8n7rqljxaUIZy3xNcaxjaEtt492pHjfx%2Fp95rMs3F%2FUxJPuwUQDuN34zlC7C%2BVsktIoZrEwjM%2F1stOGmt4NLqlGFwpQuoLQOKzx1uq2MBkHG9cE%2FteXgsVabDtyLz8sakz969XXKlYepnIiuajQfkWhuVKHykcZ3RyQgtzkFLvBaBhnp50VQ3NwAM6F0mlD4%2F2BMRTS%2FUQA%3D%3D&checksum=2029459907128a7b58b61cdd4a2d86e50784724c7bfd
https://i.ebayimg.com/thumbs/images/m/momRVMPPy9HG_KTjdsbthOg/s-l225.jpg,"APPLE MACBOOK PRO i7 15"" PRE-RETINA | UPGRADED 8GB RAM + 512GB SSD | MAC OS 2017","IDR8,343,283.58",https://www.ebay.com/itm/APPLE-MACBOOK-PRO-i7-15-PRE-RETINA-UPGRADED-8GB-RAM-512GB-SSD-MAC-OS-2017/223993858681?_trkparms=ispr%3D1&hash=item3427130a79:m:momRVMPPy9HG_KTjdsbthOg&enc=AQAEAAACYIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXKy5QCKmmXtR1khE%2F9fH98lkwfFnx9MoyKfgfa3yHY6PaaEv2S72yhz9UoUKkD5vgm3PQNvMR7DzbN5nmgxuvad%2FoGjkc1MGpLRUffEstvOOcjORLbPNYn3OSmAyqsis7o1cUULA3bFMPYs7c%2FVuigBz%2BAgGNSmo0KtbxPuuZZ7PmrdQZboBHc%2FIiV5NWwewm%2FLogzz1mBt%2F4s%2Bwz0S%2FKspsDuBAEE08wZ220i0g3a7f40nLcFU9cWIDYxTCfeCUtsd4%2FH1gtGfkot4USfmi3xwCMfPkH2zoRlmiYf3jrOJTEpC1d5iPObqz4rTT1B4vOcbdcw%2Bla4y0%2Bz8V3nUy5XH6ukqOXkLJu8o2NF72jFSUcAUit4mXu68otNRJfWQfmYFV9fh0z5alS19XG09qFm65PkgXvhvYRCN8i7aZ4pJKJ%2BzmH0isF2ZtGenzWkivLKgNHqVzExS%2FsgN7BBII%2FeecfB8ZaXUzyAaxcNqXIBuTgRkK3NvhkaHKxlKsm7J21AynCsOufBWVxNUV7i7idzM8g7fko3PuGwLnh%2FQiz6KihFr9jdgszFslPQYdNmDQVJ9eQqcujdDQ0Ai9COXj35jseIdgsvAKEPbJBE4LLfoGxDJVngjNFf56Q3PAnZ%2FOOJRAZXyy8cizfYrn7p74lZqAfz3wXZScGmTn1EudUJNjOew50MsW7mKBHKe81vtYSMRIYH0Rc6FMK9Dh5Bi8q4i8d6RUkJNvslQFQNaK7oD61go2pZ5SyCRNu5InUrheZz&checksum=2239938586818a7b58b61cdd4a2d86e50784724c7bfd
